id,year,job_role,experience_level,industry,location,skills,num_skills,salary_usd,automation_risk,demand_index,avg_skill_trend_score,experience_ord,salary_tier,risk_label,skill_count,future_proof,salary_vs_median,role_encoded,exp_encoded
1635,2022,Statistician,Principal,Government,India,Spark/PySpark|COBOL|Machine Learning|dbt|Deep Learning|Manual Testing,6,347032.0,0.544,139.1,6.63,5,Elite,High Risk,6,0,1.357,22,5
1636,2025,AI Engineer,Entry,Energy,Singapore,SQL|Prompt Engineering|Vector Databases|Python|MLOps|Statistics,6,219403.0,0.05,118.2,8.58,1,High,Low Risk,6,1,2.003,0,1
1637,2019,SQL Developer,Lead,Healthcare,UAE,Data Entry|COBOL|Prompt Engineering|SQL,4,171839.0,0.98,97.4,4.88,4,Mid,Critical Risk,4,0,0.747,20,4
1638,2019,Excel Analyst,Lead,Manufacturing,UAE,Tableau|Crystal Reports|Copy-Paste Reporting|Vector Databases|dbt|COBOL,6,174026.0,0.98,100.8,4.87,4,Mid,Critical Risk,6,0,0.757,11,4
1639,2019,Excel Analyst,Mid,Finance,Germany,Machine Learning|Vector Databases|Tableau|SQL|Data Entry,5,116140.0,0.98,105.3,7.04,2,Low,Critical Risk,5,0,0.781,11,2
1640,2019,Accountant,Senior,Education,Netherlands,Machine Learning|Statistics|Deep Learning|Vector Databases|MLOps|dbt,6,249021.0,0.05,106.5,8.77,3,Elite,Low Risk,6,1,1.28,1,3
1641,2023,BI Developer,Entry,Finance,India,Machine Learning|Python|A/B Testing|dbt|Data Entry,5,137018.0,0.699,131.8,7.32,1,Mid,High Risk,5,0,1.251,2,1
1642,2019,IT Support Specialist,Lead,Education,Brazil,Vector Databases|Manual Testing|MLOps|Prompt Engineering|Copy-Paste Reporting|Machine Learning,6,236470.0,0.98,97.5,6.78,4,High,Critical Risk,6,0,1.028,14,4
1643,2023,Machine Learning Engineer,Lead,Consulting,Singapore,Legacy VBA|Cold Calling|R,3,240719.0,0.98,130.7,3.5,4,High,Critical Risk,3,0,1.046,15,4
1644,2023,Content Strategist,Entry,Healthcare,Singapore,Legacy VBA|Crystal Reports|Tableau|MS Access|Data Entry,5,59921.0,0.98,107.7,3.02,1,Low,Critical Risk,5,0,0.547,5,1
1645,2020,SQL Developer,Entry,Energy,Singapore,SQL|Airflow|Machine Learning|Prompt Engineering|Python,5,133747.0,0.05,104.2,8.76,1,Low,Low Risk,5,1,1.221,20,1
1646,2020,QA Engineer,Principal,Retail,Singapore,Power BI|R|Excel (Basic)|Kubernetes,4,222271.0,0.705,113.1,6.48,5,High,High Risk,4,0,0.869,18,5
1647,2020,Data Analyst,Entry,Healthcare,USA,MS Access|Statistics|COBOL|Deep Learning|Airflow,5,104082.0,0.913,109.6,5.64,1,Low,Critical Risk,5,0,0.95,6,1
1648,2020,Supply Chain Analyst,Lead,Finance,UK,COBOL|MLOps|Manual Testing|MS Access|Vector Databases|Statistics,6,215041.0,0.98,107.9,5.28,4,High,Critical Risk,6,0,0.935,23,4
1649,2021,Financial Analyst,Principal,Media,Australia,A/B Testing|Spark/PySpark|Legacy VBA|Basic SEO|Crystal Reports,5,227035.0,0.98,112.1,4.68,5,High,Critical Risk,5,0,0.888,12,5
1650,2024,Statistician,Principal,Retail,Canada,Power BI|Statistics|Kubernetes,3,254551.0,0.093,128.6,7.77,5,Elite,Low Risk,3,1,0.995,22,5
1651,2023,AI Engineer,Lead,Government,USA,COBOL|Copy-Paste Reporting|Kubernetes|Cloud (AWS/GCP)|Basic SEO,5,326003.0,0.98,117.9,4.46,4,Elite,Critical Risk,5,0,1.417,0,4
1652,2020,Excel Analyst,Mid,Consulting,India,Crystal Reports|R|A/B Testing,3,85310.0,0.98,93.7,5.4,2,Low,Critical Risk,3,0,0.574,11,2
1653,2024,Software Developer,Lead,Energy,Australia,Deep Learning|Airflow|LLMs/GenAI|Manual Testing|Statistics,5,328590.0,0.277,157.2,7.48,4,Elite,Moderate Risk,5,1,1.428,21,4
1654,2024,Data Scientist,Senior,Tech,Singapore,Basic SEO|Power BI|Spark/PySpark|Copy-Paste Reporting|Statistics|Python,6,250409.0,0.98,121.5,6.18,3,Elite,Critical Risk,6,0,1.288,8,3
1655,2021,Machine Learning Engineer,Senior,Retail,UAE,SQL|Excel (Basic)|dbt|Copy-Paste Reporting|Power BI|Airflow,6,249178.0,0.98,106.5,6.1,3,Elite,Critical Risk,6,0,1.281,15,3
1656,2023,BI Developer,Senior,Healthcare,Brazil,Excel (Basic)|SQL|Copy-Paste Reporting|Deep Learning|Cloud (AWS/GCP),5,206171.0,0.98,116.9,6.02,3,High,Critical Risk,5,0,1.06,2,3
1657,2025,Product Manager,Entry,Healthcare,Netherlands,Statistics|Deep Learning|COBOL|Crystal Reports|Data Entry|Spark/PySpark,6,151621.0,0.98,179.2,4.95,1,Mid,Critical Risk,6,0,1.385,17,1
1658,2019,Digital Marketer,Mid,Tech,India,Basic SEO|Vector Databases|Legacy VBA|Crystal Reports|Excel (Basic),5,91094.0,0.98,89.6,3.88,2,Low,Critical Risk,5,0,0.612,10,2
1659,2020,AI Engineer,Senior,Finance,USA,Machine Learning|Manual Testing|Python,3,244482.0,0.154,117.1,7.17,3,High,Low Risk,3,1,1.257,0,3
1660,2020,BI Developer,Lead,Consulting,UK,Excel (Basic)|Prompt Engineering|Manual Testing|Basic SEO|A/B Testing,5,196789.0,0.98,91.6,5.3,4,High,Critical Risk,5,0,0.855,2,4
1661,2023,AI Engineer,Mid,Finance,UAE,LLMs/GenAI|Data Entry|Cold Calling|Crystal Reports|A/B Testing,5,201360.0,0.98,113.3,4.6,2,High,Critical Risk,5,0,1.354,0,2
1662,2023,Excel Analyst,Senior,Tech,Singapore,Legacy VBA|LLMs/GenAI|Crystal Reports|Statistics|COBOL,5,146553.0,0.98,114.3,4.44,3,Mid,Critical Risk,5,0,0.754,11,3
1663,2023,AI Engineer,Senior,Government,Singapore,COBOL|Copy-Paste Reporting|Prompt Engineering|Legacy VBA,4,241279.0,0.98,122.0,3.38,3,High,Critical Risk,4,0,1.241,0,3
1664,2020,IT Support Specialist,Mid,Healthcare,USA,Machine Learning|Excel (Basic)|Cloud (AWS/GCP),3,118560.0,0.532,101.9,7.33,2,Low,High Risk,3,0,0.797,14,2
1665,2022,Data Engineer,Mid,Finance,Germany,Crystal Reports|MLOps|Excel (Basic)|Airflow|Statistics,5,183788.0,0.792,115.8,6.0,2,High,Critical Risk,5,0,1.236,7,2
1666,2019,HR Analyst,Principal,Energy,Germany,Statistics|Data Entry|Machine Learning|Vector Databases,4,219355.0,0.791,115.6,6.88,5,High,Critical Risk,4,0,0.858,13,5
1667,2020,DevOps Engineer,Entry,Tech,USA,SQL|LLMs/GenAI|Basic SEO|Statistics|Tableau,5,138571.0,0.37,106.5,7.06,1,Mid,Moderate Risk,5,0,1.265,9,1
1668,2022,Operations Analyst,Senior,Consulting,India,MS Access|Crystal Reports|Power BI|Legacy VBA|MLOps,5,147265.0,0.98,133.1,4.56,3,Mid,Critical Risk,5,0,0.757,16,3
1669,2025,Financial Analyst,Mid,Tech,India,Power BI|Deep Learning|Statistics|MLOps|Spark/PySpark,5,201464.0,0.05,119.8,8.4,2,High,Low Risk,5,1,1.355,12,2
1670,2020,Excel Analyst,Principal,Energy,UAE,dbt|MS Access|LLMs/GenAI|Power BI|Machine Learning,5,257048.0,0.633,104.0,7.56,5,Elite,High Risk,5,0,1.005,11,5
1671,2024,DevOps Engineer,Senior,Energy,Australia,Python|Cloud (AWS/GCP)|Statistics|Cold Calling|Basic SEO,5,252960.0,0.98,158.5,6.12,3,Elite,Critical Risk,5,0,1.301,9,3
1672,2020,SQL Developer,Mid,Education,Netherlands,A/B Testing|SQL|Excel (Basic)|Manual Testing|dbt,5,118736.0,0.98,98.8,6.04,2,Low,Critical Risk,5,0,0.798,20,2
1673,2024,Business Analyst,Lead,Energy,Netherlands,R|Cold Calling|Tableau|Machine Learning|Prompt Engineering,5,229241.0,0.636,127.4,6.98,4,High,High Risk,5,0,0.997,3,4
1674,2022,Financial Analyst,Entry,Consulting,Singapore,Manual Testing|Excel (Basic)|Airflow|MLOps|Basic SEO|COBOL,6,103175.0,0.98,115.8,4.63,1,Low,Critical Risk,6,0,0.942,12,1
1675,2021,HR Analyst,Entry,Retail,Brazil,SQL|Kubernetes|Python|A/B Testing|Airflow,5,106170.0,0.05,116.2,8.2,1,Low,Low Risk,5,1,0.969,13,1
1676,2025,IT Support Specialist,Mid,Government,USA,Machine Learning|Deep Learning|COBOL|Kubernetes|R|MS Access,6,152527.0,0.98,136.2,6.1,2,Mid,Critical Risk,6,0,1.026,14,2
1677,2019,Content Strategist,Senior,Energy,USA,Excel (Basic)|dbt|R|Legacy VBA|COBOL|Prompt Engineering,6,150090.0,0.98,93.8,5.17,3,Mid,Critical Risk,6,0,0.772,5,3
1678,2025,Excel Analyst,Lead,Media,Australia,R|Data Entry|dbt|Python,4,180956.0,0.98,125.8,6.42,4,Mid,Critical Risk,4,0,0.787,11,4
1679,2019,Cloud Architect,Mid,Consulting,USA,Spark/PySpark|MS Access|Kubernetes,3,183578.0,0.502,110.9,6.33,2,Mid,High Risk,3,0,1.234,4,2
1680,2021,Supply Chain Analyst,Senior,Government,India,dbt|MS Access|LLMs/GenAI|Vector Databases|Cloud (AWS/GCP)|Prompt Engineering,6,249091.0,0.139,112.1,7.98,3,Elite,Low Risk,6,1,1.281,23,3
1681,2023,Operations Analyst,Principal,Finance,UK,Copy-Paste Reporting|Cloud (AWS/GCP)|Python|Airflow,4,251975.0,0.969,109.8,6.88,5,Elite,Critical Risk,4,0,0.985,16,5
1682,2025,Statistician,Mid,Finance,UAE,Cloud (AWS/GCP)|A/B Testing|Cold Calling|Basic SEO|R,5,149460.0,0.98,145.3,5.68,2,Mid,Critical Risk,5,0,1.005,22,2
1683,2019,Digital Marketer,Principal,Manufacturing,UK,COBOL|Deep Learning|Vector Databases|LLMs/GenAI|SQL,5,270427.0,0.239,105.6,7.34,5,Elite,Low Risk,5,1,1.057,10,5
1684,2023,Statistician,Entry,Energy,UK,LLMs/GenAI|Spark/PySpark|MLOps,3,134366.0,0.05,116.2,9.17,1,Mid,Low Risk,3,1,1.227,22,1
1685,2025,Operations Analyst,Principal,Retail,UAE,Python|MLOps|Copy-Paste Reporting|SQL|COBOL,5,260458.0,0.98,151.3,5.58,5,Elite,Critical Risk,5,0,1.018,16,5
1686,2019,Content Strategist,Lead,Retail,India,Manual Testing|Data Entry|Statistics|Cold Calling,4,109092.0,0.98,100.1,3.42,4,Low,Critical Risk,4,0,0.474,5,4
1687,2024,Data Scientist,Mid,Consulting,Netherlands,SQL|MLOps|Data Entry|Vector Databases|dbt|Machine Learning,6,228807.0,0.302,110.3,7.52,2,High,Moderate Risk,6,1,1.538,8,2
1688,2020,Data Analyst,Principal,Education,USA,Data Entry|MLOps|Power BI|MS Access|Basic SEO,5,203572.0,0.98,95.4,4.7,5,High,Critical Risk,5,0,0.796,6,5
1689,2021,IT Support Specialist,Entry,Healthcare,UK,Excel (Basic)|Spark/PySpark|Statistics,3,73018.0,0.764,104.0,6.53,1,Low,Critical Risk,3,0,0.667,14,1
1690,2023,Product Manager,Senior,Finance,Brazil,COBOL|Basic SEO|Data Entry,3,178922.0,0.98,122.1,1.9,3,Mid,Critical Risk,3,0,0.92,17,3
1691,2021,SEO Specialist,Lead,Manufacturing,USA,Machine Learning|Prompt Engineering|Legacy VBA,3,167434.0,0.823,126.3,6.93,4,Mid,Critical Risk,3,0,0.728,19,4
1692,2020,Operations Analyst,Senior,Government,India,MLOps|Copy-Paste Reporting|Power BI|Deep Learning|A/B Testing,5,186768.0,0.861,106.1,6.96,3,High,Critical Risk,5,0,0.96,16,3
1693,2022,AI Engineer,Senior,Government,USA,Prompt Engineering|MLOps|LLMs/GenAI,3,307656.0,0.05,129.0,9.37,3,Elite,Low Risk,3,1,1.582,0,3
1694,2025,Data Engineer,Principal,Energy,Brazil,Vector Databases|Cloud (AWS/GCP)|Kubernetes,3,386200.0,0.05,158.8,8.73,5,Elite,Low Risk,3,1,1.51,7,5
1695,2021,Machine Learning Engineer,Mid,Energy,Canada,Airflow|Machine Learning|Kubernetes,3,203072.0,0.05,115.0,8.63,2,High,Low Risk,3,1,1.365,15,2
1696,2025,SEO Specialist,Principal,Finance,Netherlands,R|Legacy VBA|Prompt Engineering|Cloud (AWS/GCP)|SQL,5,256918.0,0.889,159.7,6.86,5,Elite,Critical Risk,5,0,1.004,19,5
1697,2019,AI Engineer,Lead,Finance,Australia,MS Access|Machine Learning|Spark/PySpark|Deep Learning|Cloud (AWS/GCP),5,373972.0,0.05,90.9,7.7,4,Elite,Low Risk,5,1,1.626,0,4
1698,2023,Data Analyst,Entry,Consulting,USA,COBOL|Vector Databases|SQL|R|Cloud (AWS/GCP)|Kubernetes,6,122696.0,0.318,122.9,6.9,1,Low,Moderate Risk,6,0,1.12,6,1
1699,2023,Excel Analyst,Entry,Education,India,Data Entry|Excel (Basic)|Crystal Reports|Copy-Paste Reporting,4,49336.0,0.98,96.6,1.95,1,Low,Critical Risk,4,0,0.451,11,1
1700,2025,Data Analyst,Lead,Retail,India,MS Access|Basic SEO|Copy-Paste Reporting|Legacy VBA,4,128078.0,0.98,142.9,2.05,4,Low,Critical Risk,4,0,0.557,6,4
1701,2022,Data Analyst,Principal,Manufacturing,Brazil,Statistics|R|Airflow|Machine Learning,4,254758.0,0.05,120.1,7.93,5,Elite,Low Risk,4,1,0.996,6,5
1702,2023,Supply Chain Analyst,Lead,Retail,Netherlands,Vector Databases|Spark/PySpark|SQL|Excel (Basic)|Power BI,5,230565.0,0.342,145.4,7.32,4,High,Moderate Risk,5,1,1.002,23,4
1703,2021,Statistician,Mid,Energy,UK,Kubernetes|Data Entry|Manual Testing|Statistics|Python|Cloud (AWS/GCP),6,163900.0,0.98,106.7,6.33,2,Mid,Critical Risk,6,0,1.102,22,2
1704,2020,Product Manager,Senior,Healthcare,Brazil,Basic SEO|Data Entry|Excel (Basic)|Cloud (AWS/GCP),4,187621.0,0.98,124.4,4.25,3,High,Critical Risk,4,0,0.965,17,3
1705,2020,Data Engineer,Entry,Retail,Canada,MS Access|Deep Learning|Legacy VBA,3,114728.0,0.98,105.3,4.43,1,Low,Critical Risk,3,0,1.048,7,1
1706,2020,Statistician,Entry,Energy,USA,Crystal Reports|Cloud (AWS/GCP)|Basic SEO|Python,4,104071.0,0.98,103.2,5.75,1,Low,Critical Risk,4,0,0.95,22,1
1707,2021,SQL Developer,Lead,Healthcare,India,Copy-Paste Reporting|Vector Databases|MLOps,3,193897.0,0.98,106.6,6.37,4,High,Critical Risk,3,0,0.843,20,4
1708,2022,Supply Chain Analyst,Principal,Manufacturing,UAE,Copy-Paste Reporting|Data Entry|Spark/PySpark|dbt,4,208734.0,0.98,117.3,4.92,5,High,Critical Risk,4,0,0.816,23,5
1709,2020,Supply Chain Analyst,Mid,Consulting,UAE,Power BI|Machine Learning|Kubernetes|Python|Tableau,5,161808.0,0.05,102.2,8.44,2,Mid,Low Risk,5,1,1.088,23,2
1710,2025,Business Analyst,Lead,Media,Germany,Power BI|Cloud (AWS/GCP)|Prompt Engineering|Spark/PySpark,4,261956.0,0.05,129.5,8.7,4,Elite,Low Risk,4,1,1.139,3,4
1711,2020,QA Engineer,Entry,Consulting,Netherlands,Excel (Basic)|Tableau|Vector Databases,3,90970.0,0.69,102.0,6.73,1,Low,High Risk,3,0,0.831,18,1
1712,2020,IT Support Specialist,Mid,Manufacturing,UAE,Kubernetes|LLMs/GenAI|Statistics|Airflow|Tableau|Spark/PySpark,6,164730.0,0.05,97.4,8.32,2,Mid,Low Risk,6,1,1.108,14,2
1713,2020,HR Analyst,Lead,Government,Canada,Cloud (AWS/GCP)|Kubernetes|MS Access|Vector Databases,4,205757.0,0.607,103.8,7.1,4,High,High Risk,4,0,0.894,13,4
1714,2024,Machine Learning Engineer,Senior,Media,Germany,Python|Deep Learning|Excel (Basic)|Cloud (AWS/GCP)|Airflow|Prompt Engineering,6,347704.0,0.05,125.3,8.07,3,Elite,Low Risk,6,1,1.788,15,3
1715,2020,Supply Chain Analyst,Principal,Energy,Brazil,Data Entry|Statistics|A/B Testing|Python,4,219189.0,0.793,108.0,6.5,5,High,Critical Risk,4,0,0.857,23,5
1716,2019,Cloud Architect,Principal,Government,Brazil,Python|Statistics|dbt|LLMs/GenAI|Cloud (AWS/GCP),5,425417.0,0.05,98.9,8.78,5,Elite,Low Risk,5,1,1.663,4,5
1717,2024,QA Engineer,Senior,Manufacturing,Brazil,Data Entry|SQL|Legacy VBA|Basic SEO,4,138283.0,0.98,144.4,3.5,3,Mid,Critical Risk,4,0,0.711,18,3
1718,2023,Financial Analyst,Senior,Finance,Singapore,Manual Testing|dbt|Airflow|MLOps|Machine Learning|Cold Calling,6,223108.0,0.98,119.6,6.68,3,High,Critical Risk,6,0,1.147,12,3
1719,2025,Excel Analyst,Principal,Education,UAE,Power BI|R|Python|Crystal Reports,4,187128.0,0.98,87.3,6.32,5,High,Critical Risk,4,0,0.732,11,5
1720,2023,Data Engineer,Mid,Government,USA,Tableau|Power BI|R|MS Access,4,175740.0,0.624,105.3,6.02,2,Mid,High Risk,4,0,1.182,7,2
1721,2024,SEO Specialist,Lead,Healthcare,Canada,dbt|Vector Databases|Cloud (AWS/GCP)|Machine Learning,4,252465.0,0.05,122.4,9.02,4,Elite,Low Risk,4,1,1.098,19,4
1722,2023,QA Engineer,Entry,Manufacturing,Brazil,dbt|Deep Learning|MLOps|Airflow|Manual Testing|Cloud (AWS/GCP),6,153530.0,0.464,96.6,7.78,1,Mid,Moderate Risk,6,0,1.402,18,1
1723,2021,Accountant,Principal,Retail,USA,Crystal Reports|Kubernetes|R|LLMs/GenAI|Legacy VBA|Copy-Paste Reporting,6,233732.0,0.98,114.7,4.87,5,High,Critical Risk,6,0,0.914,1,5
1724,2025,Digital Marketer,Mid,Government,Australia,Deep Learning|A/B Testing|Excel (Basic),3,118559.0,0.599,119.4,6.83,2,Low,High Risk,3,0,0.797,10,2
1725,2023,Statistician,Entry,Government,Australia,Cold Calling|Tableau|R|Crystal Reports|LLMs/GenAI,5,110951.0,0.98,111.8,5.54,1,Low,Critical Risk,5,0,1.013,22,1
1726,2019,HR Analyst,Principal,Tech,Germany,LLMs/GenAI|Basic SEO|Airflow|MS Access,4,207907.0,0.98,90.7,5.82,5,High,Critical Risk,4,0,0.813,13,5
1727,2020,SQL Developer,Mid,Retail,India,Tableau|Machine Learning|Legacy VBA|Airflow|Manual Testing,5,130575.0,0.98,99.4,6.04,2,Low,Critical Risk,5,0,0.878,20,2
1728,2019,Product Manager,Mid,Education,Germany,Spark/PySpark|Crystal Reports|Deep Learning|LLMs/GenAI|Statistics|SQL,6,210268.0,0.114,101.8,7.38,2,High,Low Risk,6,1,1.414,17,2
1729,2021,Business Analyst,Principal,Healthcare,Singapore,Deep Learning|Cold Calling|LLMs/GenAI,3,256572.0,0.521,106.4,6.97,5,Elite,High Risk,3,0,1.003,3,5
1730,2020,QA Engineer,Entry,Government,Canada,Kubernetes|Crystal Reports|A/B Testing|R,4,94472.0,0.897,114.5,6.08,1,Low,Critical Risk,4,0,0.863,18,1
1731,2023,Financial Analyst,Principal,Education,UAE,Basic SEO|Manual Testing|R|Legacy VBA,4,175022.0,0.98,133.5,3.58,5,Mid,Critical Risk,4,0,0.684,12,5
1732,2022,QA Engineer,Mid,Energy,UAE,MLOps|Kubernetes|Manual Testing|dbt|MS Access,5,149693.0,0.98,112.8,6.12,2,Mid,Critical Risk,5,0,1.006,18,2
1733,2025,Data Analyst,Mid,Government,Germany,Cold Calling|R|Tableau|Deep Learning|Excel (Basic)|Cloud (AWS/GCP),6,166722.0,0.98,155.6,6.28,2,Mid,Critical Risk,6,0,1.121,6,2
1734,2020,Business Analyst,Mid,Media,UK,SQL|Data Entry|Excel (Basic)|Crystal Reports|MS Access|Spark/PySpark,6,113790.0,0.98,100.0,4.2,2,Low,Critical Risk,6,0,0.765,3,2
1735,2020,SEO Specialist,Mid,Healthcare,Canada,A/B Testing|Copy-Paste Reporting|Manual Testing,3,76597.0,0.98,119.3,3.9,2,Low,Critical Risk,3,0,0.515,19,2
1736,2019,Excel Analyst,Principal,Media,UK,A/B Testing|R|Deep Learning|Kubernetes|MLOps,5,272336.0,0.175,97.5,8.12,5,Elite,Low Risk,5,1,1.065,11,5
1737,2025,BI Developer,Entry,Government,UAE,Spark/PySpark|COBOL|Airflow|Crystal Reports,4,100526.0,0.98,150.7,5.0,1,Low,Critical Risk,4,0,0.918,2,1
1738,2023,Data Engineer,Principal,Consulting,UK,MS Access|Data Entry|R|Deep Learning|Copy-Paste Reporting|MLOps,6,351007.0,0.98,128.4,4.88,5,Elite,Critical Risk,6,0,1.372,7,5
1739,2024,Statistician,Senior,Tech,USA,Cold Calling|Python|Legacy VBA,3,160483.0,0.98,146.0,4.4,3,Mid,Critical Risk,3,0,0.825,22,3
1740,2025,Product Manager,Entry,Finance,Australia,Cold Calling|MS Access|COBOL|Data Entry,4,100102.0,0.98,141.2,1.72,1,Low,Critical Risk,4,0,0.914,17,1
1741,2019,Operations Analyst,Mid,Consulting,UK,COBOL|R|Data Entry|Vector Databases|Machine Learning|Copy-Paste Reporting,6,137923.0,0.98,98.9,4.8,2,Mid,Critical Risk,6,0,0.927,16,2
1742,2023,Data Analyst,Mid,Education,Australia,Legacy VBA|Cloud (AWS/GCP)|COBOL|A/B Testing|Data Entry|Prompt Engineering,6,140006.0,0.98,132.7,5.15,2,Mid,Critical Risk,6,0,0.941,6,2
1743,2021,BI Developer,Entry,Media,India,Prompt Engineering|Statistics|A/B Testing|Cold Calling|Deep Learning|Spark/PySpark,6,138030.0,0.482,110.5,7.4,1,Mid,Moderate Risk,6,0,1.26,2,1
1744,2025,AI Engineer,Principal,Energy,USA,SQL|Statistics|Machine Learning|A/B Testing|Power BI,5,441559.0,0.05,142.6,8.02,5,Elite,Low Risk,5,1,1.726,0,5
1745,2019,Accountant,Entry,Tech,Germany,SQL|Vector Databases|Data Entry|MLOps,4,86219.0,0.98,101.5,6.78,1,Low,Critical Risk,4,0,0.787,1,1
1746,2024,Content Strategist,Senior,Media,India,SQL|Excel (Basic)|Cloud (AWS/GCP)|Airflow|Power BI|Spark/PySpark,6,210703.0,0.353,155.9,7.47,3,High,Moderate Risk,6,0,1.083,5,3
1747,2023,Excel Analyst,Senior,Education,USA,Prompt Engineering|Basic SEO|LLMs/GenAI|COBOL|Excel (Basic),5,166064.0,0.98,102.5,5.36,3,Mid,Critical Risk,5,0,0.854,11,3
1748,2019,SEO Specialist,Entry,Consulting,USA,dbt|Airflow|Power BI|Manual Testing|Cold Calling|R,6,75287.0,0.98,103.3,5.98,1,Low,Critical Risk,6,0,0.687,19,1
1749,2021,Data Analyst,Principal,Media,India,Deep Learning|Machine Learning|Kubernetes|COBOL,4,282690.0,0.31,101.9,6.98,5,Elite,Moderate Risk,4,0,1.105,6,5
1750,2019,Software Developer,Senior,Media,UK,Kubernetes|Data Entry|MS Access,3,154706.0,0.98,102.1,3.93,3,Mid,Critical Risk,3,0,0.795,21,3
1751,2025,HR Analyst,Mid,Media,UAE,Airflow|A/B Testing|dbt|SQL|Crystal Reports|COBOL,6,130296.0,0.98,141.4,5.87,2,Low,Critical Risk,6,0,0.876,13,2
1752,2019,Software Developer,Senior,Retail,India,Spark/PySpark|Crystal Reports|SQL,3,166135.0,0.625,94.3,6.0,3,Mid,High Risk,3,0,0.854,21,3
1753,2021,Product Manager,Mid,Media,Brazil,Power BI|Prompt Engineering|LLMs/GenAI|Python|Airflow,5,215287.0,0.05,113.5,8.88,2,High,Low Risk,5,1,1.448,17,2
1754,2025,Operations Analyst,Mid,Education,Netherlands,dbt|Cloud (AWS/GCP)|Prompt Engineering|Cold Calling|Kubernetes|Deep Learning,6,213662.0,0.528,135.8,7.67,2,High,High Risk,6,0,1.437,16,2
1755,2019,Software Developer,Senior,Government,India,Cold Calling|Vector Databases|Prompt Engineering|Copy-Paste Reporting|Machine Learning,5,226262.0,0.98,106.0,6.18,3,High,Critical Risk,5,0,1.163,21,3
1756,2025,Excel Analyst,Senior,Education,Netherlands,Prompt Engineering|dbt|Copy-Paste Reporting|MS Access,4,137931.0,0.98,80.7,5.25,3,Mid,Critical Risk,4,0,0.709,11,3
1757,2019,Digital Marketer,Lead,Manufacturing,Singapore,Copy-Paste Reporting|Prompt Engineering|A/B Testing|Excel (Basic)|Basic SEO,5,152195.0,0.98,106.5,4.94,4,Mid,Critical Risk,5,0,0.662,10,4
1758,2019,Excel Analyst,Entry,Education,Canada,Basic SEO|Kubernetes|MLOps|MS Access,4,90564.0,0.98,103.5,5.58,1,Low,Critical Risk,4,0,0.827,11,1
1759,2022,Accountant,Entry,Education,USA,Legacy VBA|Data Entry|Machine Learning|Copy-Paste Reporting|Prompt Engineering,5,90266.0,0.98,105.8,4.66,1,Low,Critical Risk,5,0,0.824,1,1
1760,2020,SQL Developer,Senior,Retail,Netherlands,Excel (Basic)|MLOps|Crystal Reports|Cloud (AWS/GCP)|SQL,5,172907.0,0.922,104.7,6.16,3,Mid,Critical Risk,5,0,0.889,20,3
1761,2025,Data Engineer,Entry,Finance,UK,A/B Testing|Tableau|MS Access|Cloud (AWS/GCP)|R|Machine Learning,6,167138.0,0.33,153.5,7.12,1,Mid,Moderate Risk,6,1,1.526,7,1
1762,2020,Excel Analyst,Principal,Finance,Canada,dbt|Spark/PySpark|SQL|Data Entry|MLOps|Airflow,6,259452.0,0.98,99.5,7.25,5,Elite,Critical Risk,6,0,1.014,11,5
1763,2022,Business Analyst,Entry,Finance,Brazil,Cold Calling|MLOps|SQL|Cloud (AWS/GCP)|Tableau|A/B Testing,6,116062.0,0.586,128.7,7.17,1,Low,High Risk,6,0,1.06,3,1
1764,2025,SEO Specialist,Principal,Tech,USA,dbt|Basic SEO|Python|COBOL,4,206377.0,0.98,116.0,5.48,5,High,Critical Risk,4,0,0.807,19,5
1765,2019,Cloud Architect,Lead,Finance,Netherlands,Basic SEO|Manual Testing|A/B Testing|Python,4,261444.0,0.872,106.6,5.72,4,Elite,Critical Risk,4,0,1.137,4,4
1766,2022,Cloud Architect,Lead,Consulting,Germany,Basic SEO|Manual Testing|Cloud (AWS/GCP)|MS Access|Power BI,5,289915.0,0.98,137.3,4.96,4,Elite,Critical Risk,5,0,1.26,4,4
1767,2023,Supply Chain Analyst,Mid,Government,Australia,Spark/PySpark|Machine Learning|Deep Learning|Prompt Engineering|Manual Testing,5,189381.0,0.178,109.8,7.88,2,High,Low Risk,5,1,1.273,23,2
1768,2019,Content Strategist,Principal,Manufacturing,UK,Airflow|SQL|A/B Testing|Statistics|MLOps,5,236036.0,0.05,102.8,8.02,5,High,Low Risk,5,1,0.923,5,5
1769,2023,Data Engineer,Lead,Retail,India,dbt|Manual Testing|A/B Testing|Spark/PySpark,4,286858.0,0.472,110.3,6.98,4,Elite,Moderate Risk,4,0,1.247,7,4
1770,2022,Statistician,Senior,Education,Singapore,Deep Learning|Kubernetes|Machine Learning,3,222136.0,0.05,122.0,8.9,3,High,Low Risk,3,1,1.142,22,3
1771,2025,Product Manager,Senior,Healthcare,Netherlands,MS Access|Machine Learning|Vector Databases|Data Entry|Python|MLOps,6,305112.0,0.877,122.2,6.75,3,Elite,Critical Risk,6,0,1.569,17,3
1772,2022,QA Engineer,Lead,Tech,Netherlands,Cloud (AWS/GCP)|MS Access|Spark/PySpark,3,209223.0,0.855,102.5,6.63,4,High,Critical Risk,3,0,0.91,18,4
1773,2025,Data Analyst,Entry,Retail,USA,Vector Databases|SQL|Manual Testing|Deep Learning,4,105437.0,0.493,160.1,7.12,1,Low,Moderate Risk,4,0,0.963,6,1
